Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,Yahoo
POWL,Powell Industries Inc. Common Stock,$36.03,0.25,0.699%,420645674.00,United States,,29572,Consumer Durables,Electrical Products,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""POWL"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924380, ""fmt"": ""3:53PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 35.58, ""fmt"": ""35.58""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Powell Industries, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Powell Industries, Inc.""}], ""error"": null}}"
POWRU,Powered Brands Units,$10.1201,0.0001,0.001%,0.00,United States,2021,9170,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""POWRU"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923988, ""fmt"": ""3:46PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 10.07, ""fmt"": ""10.07""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Powered Brands"", ""triggerable"": true, ""longName"": ""Powered Brands""}], ""error"": null}}"
POWRW,Powered Brands Warrants,$1.10,-0.02,-1.786%,0.00,United States,2021,9633,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""POWRW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615921286, ""fmt"": ""3:01PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 1.13, ""fmt"": ""1.1300""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Powered Brands Warrants"", ""triggerable"": true, ""longName"": ""Powered Brands""}], ""error"": null}}"
POWW,AMMO Inc. Common Stock,$5.81,-0.97,-14.307%,399005404.00,United States,,11975410,Capital Goods,Ordnance And Accessories,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""POWW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924452, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 6.21, ""fmt"": ""6.21""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""AMMO, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""AMMO, Inc.""}], ""error"": null}}"
PPBI,Pacific Premier Bancorp Inc,$46.76,0.84,1.829%,4409169952.00,United States,,198728,Finance,Major Banks,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""PPBI"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924443, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 45.29, ""fmt"": ""45.29""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Pacific Premier Bancorp Inc"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Pacific Premier Bancorp, Inc.""}], ""error"": null}}"
PPBT,Purple Biotech Ltd. American Depositary Shares,$4.855,0.175,3.739%,85013837.00,Israel,2015,718039,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PPBT"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924431, ""fmt"": ""3:53PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 4.6489, ""fmt"": ""4.6489""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Purple Biotech Ltd."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Purple Biotech Ltd.""}], ""error"": null}}"
PPC,Pilgrim's Pride Corporation Common Stock,$25.39,0.34,1.357%,6182782121.00,United States,,388020,Consumer Non-Durables,Meat/Poultry/Fish,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PPC"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924451, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 24.735, ""fmt"": ""24.74""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Pilgrim's Pride Corporation"", ""triggerable"": true, ""longName"": ""Pilgrim's Pride Corporation""}], ""error"": null}}"
PPD,PPD Inc. Common Stock,$35.815,-0.715,-1.957%,12550605359.00,United States,2020,612362,Health Care,Biotechnology: Commercial Physical & Biological Resarch,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""PPD"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924455, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 37.35, ""fmt"": ""37.35""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""PPD, Inc."", ""triggerable"": true, ""longName"": ""PPD, Inc.""}], ""error"": null}}"
PPGH,Poema Global Holdings Corp. Class A Ordinary Share,$9.81,0.01,0.102%,423056250.00,China,2021,108364,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PPGH"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924078, ""fmt"": ""3:47PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 9.705, ""fmt"": ""9.70""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Poema Global Holdings Corp."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Poema Global Holdings Corp.""}], ""error"": null}}"
PPGHU,Poema Global Holdings Corp. Unit,$10.22,-0.01,-0.098%,0.00,China,2021,80368,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PPGHU"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924441, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 10.01, ""fmt"": ""10.01""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Poema Global Holdings Corp."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Poema Global Holdings Corp.""}], ""error"": null}}"
PPGHW,Poema Global Holdings Corp. Warrant,$0.91,-0.09,-9.00%,0.00,China,2021,109658,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqCM"", ""symbol"": ""PPGHW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922811, ""fmt"": ""3:26PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 0.7599, ""fmt"": ""0.7599""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""NCM"", ""sourceInterval"": 15, ""shortName"": ""Poema Global Holdings Corp. Warrant"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Poema Global Holdings Corp.""}], ""error"": null}}"
PPIH,Perma-Pipe International Holdings Inc. Common Stock,$6.92,0.07,1.022%,56501724.00,United States,,2342,Capital Goods,Pollution Control Equipment,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PPIH"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922297, ""fmt"": ""3:18PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 6.59, ""fmt"": ""6.59""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Perma-Pipe International Holdin"", ""triggerable"": true, ""longName"": ""Perma-Pipe International Holdings, Inc.""}], ""error"": null}}"
PPSI,Pioneer Power Solutions Inc. Common Stock,$5.89,0.15,2.613%,51396405.00,United States,,228961,Consumer Durables,Electrical Products,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PPSI"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924180, ""fmt"": ""3:49PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 5.74, ""fmt"": ""5.74""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Pioneer Power Solutions, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Pioneer Power Solutions, Inc.""}], ""error"": null}}"
PPTA,Perpetua Resources Corp. Common Shares,$7.66,1.16,17.846%,364023928.00,Canada,,1689310,Basic Industries,Precious Metals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqCM"", ""symbol"": ""PPTA"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924442, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 7.25, ""fmt"": ""7.25""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NCM"", ""region"": ""AU"", ""shortName"": ""Perpetua Resources Corp."", ""triggerable"": true, ""longName"": ""Perpetua Resources Corp.""}], ""error"": null}}"
PRAA,PRA Group Inc. Common Stock,$38.49,0.16,0.417%,1754894777.00,United States,2002,404849,Finance,Finance: Consumer Services,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""PRAA"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924446, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 36.86, ""fmt"": ""36.86""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""PRA Group, Inc."", ""triggerable"": true, ""longName"": ""PRA Group, Inc.""}], ""error"": null}}"
PRAH,PRA Health Sciences Inc. Common Stock,$146.84,1.32,0.907%,9477636261.00,United States,2014,645583,Health Care,Biotechnology: Commercial Physical & Biological Resarch,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""PRAH"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924460, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 145.99, ""fmt"": ""145.99""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""PRA Health Sciences, Inc."", ""triggerable"": true, ""longName"": ""PRA Health Sciences, Inc.""}], ""error"": null}}"
PRAX,Praxis Precision Medicines Inc. Common Stock,$42.77,-2.48,-5.481%,1636461164.00,United States,2020,54233,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRAX"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924363, ""fmt"": ""3:52PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 40.995, ""fmt"": ""40.99""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Praxis Precision Medicines, Inc"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Praxis Precision Medicines, Inc.""}], ""error"": null}}"
PRCH,Porch Group Inc. Common Stock,$19.22,0.35,1.855%,1588575226.00,United States,2020,593587,Technology,Computer Software: Prepackaged Software,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRCH"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924467, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 19.58, ""fmt"": ""19.58""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Porch Group, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Porch Group Inc.""}], ""error"": null}}"
PRCHW,Porch Group Inc. Warrant,$7.58,0.21,2.849%,0.00,United States,2020,20729,Technology,Computer Software: Prepackaged Software,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqCM"", ""symbol"": ""PRCHW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924445, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 8.05, ""fmt"": ""8.05""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NCM"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Porch Group Inc.""}], ""error"": null}}"
PRDO,Perdoceo Education Corporation Common Stock,$12.75,0.125,0.99%,893295141.00,United States,,378415,Consumer Services,Other Consumer Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRDO"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924450, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 12.36, ""fmt"": ""12.36""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Perdoceo Education Corporation"", ""triggerable"": true, ""longName"": ""Perdoceo Education Corporation""}], ""error"": null}}"
PRFT,Perficient Inc. Common Stock,$60.68,0.16,0.264%,2004330728.00,United States,1999,107525,Technology,EDP Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRFT"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924465, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 61.23, ""fmt"": ""61.23""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Perficient, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Perficient, Inc.""}], ""error"": null}}"
PRFX,PainReform Ltd. Ordinary Shares,$5.50,0.00,0.00%,48169088.00,Israel,2020,65201,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRFX"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924403, ""fmt"": ""3:53PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 5.48, ""fmt"": ""5.48""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""PainReform Ltd."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""PainReform Ltd.""}], ""error"": null}}"
PRGS,Progress Software Corporation Common Stock (DE),$45.445,-0.095,-0.209%,2009407527.00,United States,1991,92409,Technology,Computer Software: Prepackaged Software,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRGS"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924470, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 44.71, ""fmt"": ""44.71""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""Progress Software Corporation"", ""triggerable"": true, ""longName"": ""Progress Software Corporation""}], ""error"": null}}"
PRIM,Primoris Services Corporation Common Stock,$40.965,0.455,1.123%,2013378585.00,United States,,230523,Basic Industries,Water Supply,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRIM"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924376, ""fmt"": ""3:52PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 39.775, ""fmt"": ""39.78""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Primoris Services Corporation"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Primoris Services Corporation""}], ""error"": null}}"
PRLD,Prelude Therapeutics Incorporated Common Stock,$56.845,-1.855,-3.16%,2647748068.00,United States,2020,51821,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PRLD"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924444, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 56.29, ""fmt"": ""56.29""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""Prelude Therapeutics Incorporat"", ""triggerable"": true, ""longName"": ""Prelude Therapeutics Incorporated""}], ""error"": null}}"
PROF,Profound Medical Corp. Common Stock,$23.10,-0.04,-0.173%,468696667.00,Canada,,32140,Health Care,Medical/Dental Instruments,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqCM"", ""symbol"": ""PROF"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924467, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 22.555, ""fmt"": ""22.56""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NCM"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""Profound Medical Corp."", ""triggerable"": true, ""longName"": ""Profound Medical Corp.""}], ""error"": null}}"
PROG,Progenity Inc. Common Stock,$4.8284,0.4184,9.488%,290394133.00,United States,1995,295824,Health Care,Medical Specialities,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PROG"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924438, ""fmt"": ""3:53PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 4.835, ""fmt"": ""4.8350""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Progenity, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Progenity, Inc.""}], ""error"": null}}"
PROV,Provident Financial Holdings Inc. Common Stock,$17.05,-0.05,-0.292%,126890431.00,United States,,7661,Finance,Savings Institutions,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""PROV"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924392, ""fmt"": ""3:53PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 17.0, ""fmt"": ""17.00""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Provident Financial Holdings, I"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Provident Financial Holdings, Inc.""}], ""error"": null}}"
