Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,Yahoo
ABUS,Arbutus Biopharma Corporation Common Stock,$3.795,-0.005,-0.132%,367158337.00,Canada,,1309392,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ABUS"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922778, ""fmt"": ""3:26PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 3.772, ""fmt"": ""3.7720""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Arbutus Biopharma Corporation"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Arbutus Biopharma Corporation""}], ""error"": null}}"
ACAC,Acies Acquisition Corp. Class A Ordinary Share,$10.40,-0.12,-1.141%,279825000.00,United States,2020,53216,Technology,Computer Software: Prepackaged Software,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqCM"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""ACAC"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922692, ""fmt"": ""3:24PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 10.19, ""fmt"": ""10.19""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NCM"", ""region"": ""AU"", ""shortName"": ""Acies Acquisition Corp."", ""triggerable"": true, ""longName"": ""Acies Acquisition Corp.""}], ""error"": null}}"
ACACU,Acies Acquisition Corp. Unit,$11.13,-0.17,-1.504%,0.00,United States,2020,1267,Technology,Computer Software: Prepackaged Software,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ACACU"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615912978, ""fmt"": ""12:42PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 10.79, ""fmt"": ""10.79""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Acies Acquisition Corp."", ""triggerable"": true, ""longName"": ""Acies Acquisition Corp.""}], ""error"": null}}"
ACACW,Acies Acquisition Corp. Warrant,$2.13,-0.18,-7.792%,0.00,United States,2020,43508,Technology,Computer Software: Prepackaged Software,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqCM"", ""symbol"": ""ACACW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615921483, ""fmt"": ""3:04PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 1.95, ""fmt"": ""1.9500""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NCM"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Acies Acquisition Corp.""}], ""error"": null}}"
ACAD,ACADIA Pharmaceuticals Inc. Common Stock,$27.10,0.35,1.308%,4337286437.00,United States,1985,2316398,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ACAD"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922791, ""fmt"": ""3:26PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 27.6601, ""fmt"": ""27.66""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""ACADIA Pharmaceuticals Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""ACADIA Pharmaceuticals Inc.""}], ""error"": null}}"
ACAHU,Atlantic Coastal Acquisition Corp. Unit,$9.98,-0.05,-0.499%,0.00,United States,2021,316719,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ACAHU"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615921815, ""fmt"": ""3:10PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 9.97, ""fmt"": ""9.97""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Atlantic Coastal Acquisition Co"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Atlantic Coastal Acquisition Corp.""}], ""error"": null}}"
ACBI,Atlantic Capital Bancshares Inc. Common Stock,$25.14,-0.01,-0.04%,512728088.00,United States,,78773,Finance,Major Banks,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ACBI"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922236, ""fmt"": ""3:17PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 24.135, ""fmt"": ""24.14""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Atlantic Capital Bancshares, In"", ""triggerable"": true, ""longName"": ""Atlantic Capital Bancshares, Inc.""}], ""error"": null}}"
ACCD,Accolade Inc. Common Stock,$46.18,-0.86,-1.828%,2685063182.00,United States,2020,575470,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ACCD"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922784, ""fmt"": ""3:26PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 46.3, ""fmt"": ""46.30""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Accolade, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Accolade, Inc.""}], ""error"": null}}"
ACER,Acer Therapeutics Inc. Common Stock (DE),$3.398,0.148,4.554%,48626209.00,United States,,223068,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ACER"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922782, ""fmt"": ""3:26PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 3.5722, ""fmt"": ""3.5722""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Acer Therapeutics Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Acer Therapeutics Inc.""}], ""error"": null}}"
ACET,Adicet Bio Inc. Common Stock ,$14.75,0.62,4.388%,288949963.00,United States,2018,70390,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""ACET"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922731, ""fmt"": ""3:25PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 15.12, ""fmt"": ""15.12""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Adicet Bio, Inc."", ""triggerable"": true, ""longName"": ""Adicet Bio, Inc.""}], ""error"": null}}"
ACEV,ACE Convergence Acquisition Corp. Class A Ordinary Shares,$10.69,-0.06,-0.558%,307337500.00,United States,2020,310812,Technology,Semiconductors,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ACEV"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922782, ""fmt"": ""3:26PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 10.5, ""fmt"": ""10.50""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""ACE Convergence Acquisition Cor"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""ACE Convergence Acquisition Corp.""}], ""error"": null}}"
ACEVU,ACE Convergence Acquisition Corp. Unit,$11.58,-0.41,-3.42%,0.00,United States,2020,638,Technology,Semiconductors,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ACEVU"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615920066, ""fmt"": ""2:41PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 11.58, ""fmt"": ""11.58""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""ACE Convergence Acquisition Cor"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""ACE Convergence Acquisition Corp.""}], ""error"": null}}"
ACEVW,ACE Convergence Acquisition Corp. Warrant,$2.47,-0.33,-11.786%,0.00,United States,2020,222611,Technology,Semiconductors,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqCM"", ""symbol"": ""ACEVW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922608, ""fmt"": ""3:23PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 2.235, ""fmt"": ""2.2350""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""NCM"", ""sourceInterval"": 15, ""region"": ""AU"", ""triggerable"": true, ""longName"": ""ACE Convergence Acquisition Corp.""}], ""error"": null}}"
ACGL,Arch Capital Group Ltd. Common Stock,$37.55,0.56,1.514%,15133195038.00,Bermuda,,1319048,Finance,Property-Casualty Insurers,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""ACGL"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922800, ""fmt"": ""3:26PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 37.805, ""fmt"": ""37.81""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Arch Capital Group Ltd."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Arch Capital Group Ltd.""}], ""error"": null}}"
ACGLO,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of 5.45% Non-Cumulative Preferred Shares Series F,$26.01,0.0706,0.272%,0.00,Bermuda,,44517,Finance,Property-Casualty Insurers,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""ACGLO"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922784, ""fmt"": ""3:26PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 26.03, ""fmt"": ""26.03""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Arch Capital Group Ltd. - Depos"", ""triggerable"": true, ""longName"": ""Arch Capital Group Ltd.""}], ""error"": null}}"
ACGLP,Arch Capital Group Ltd. Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs,$25.21,-0.1219,-0.481%,0.00,Bermuda,,29603,Finance,Property-Casualty Insurers,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ACGLP"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615920816, ""fmt"": ""2:53PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 25.3365, ""fmt"": ""25.34""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Arch Capital Group Ltd. - Depos"", ""triggerable"": true, ""longName"": ""Arch Capital Group Ltd.""}], ""error"": null}}"
ACHC,Acadia Healthcare Company Inc. Common Stock,$59.46,0.61,1.037%,5294315189.00,United States,,683512,Health Care,Medical Specialities,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ACHC"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922804, ""fmt"": ""3:26PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 59.39, ""fmt"": ""59.39""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Acadia Healthcare Company, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Acadia Healthcare Company, Inc.""}], ""error"": null}}"
ACHV,Achieve Life Sciences Inc. Common Shares,$11.65,-0.45,-3.719%,70950411.00,United States,,198336,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ACHV"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922770, ""fmt"": ""3:26PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 11.76, ""fmt"": ""11.76""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Achieve Life Sciences, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Achieve Life Sciences, Inc.""}], ""error"": null}}"
ACIU,AC Immune SA Common Stock,$7.84,-0.19,-2.366%,562451674.00,Switzerland,2016,316168,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""ACIU"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922733, ""fmt"": ""3:25PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 7.84, ""fmt"": ""7.84""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""AC Immune SA"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""AC Immune SA""}], ""error"": null}}"
ACIW,ACI Worldwide Inc. Common Stock,$40.70,0.02,0.049%,4767702070.00,United States,,277056,Technology,Computer Software: Prepackaged Software,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ACIW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922763, ""fmt"": ""3:26PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 40.11, ""fmt"": ""40.11""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""ACI Worldwide, Inc."", ""triggerable"": true, ""longName"": ""ACI Worldwide, Inc.""}], ""error"": null}}"
ACKIT,Ackrell SPAC Partners I Co. Subunits,$9.94,-0.06,-0.60%,0.00,United States,2021,6182,Finance,Business Services,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqCM"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""ACKIT"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615921355, ""fmt"": ""3:02PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 9.93, ""fmt"": ""9.93""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NCM"", ""region"": ""AU"", ""shortName"": ""Ackrell SPAC Partners I Co.  - "", ""triggerable"": true, ""longName"": ""Ackrell SPAC Partners I Co.""}], ""error"": null}}"
ACKIU,Ackrell SPAC Partners I Co. Units,$10.29,0.02,0.195%,0.00,United States,2020,1756,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqCM"", ""symbol"": ""ACKIU"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615920406, ""fmt"": ""2:46PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 10.23, ""fmt"": ""10.23""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NCM"", ""sourceInterval"": 15, ""shortName"": ""Ackrell SPAC Partners I Co."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Ackrell SPAC Partners I Co.""}], ""error"": null}}"
ACKIW,Ackrell SPAC Partners I Co. Warrants,$0.7711,0.0011,0.143%,0.00,United States,2021,28419,Finance,Business Services,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqCM"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""ACKIW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615920208, ""fmt"": ""2:43PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 0.6901, ""fmt"": ""0.6901""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NCM"", ""shortName"": ""Ackrell SPAC Partners I Co. Warrants"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Ackrell SPAC Partners I Co.""}], ""error"": null}}"
ACLS,Axcelis Technologies Inc. Common Stock,$39.79,-0.03,-0.075%,1342199821.00,United States,2000,227922,Technology,Industrial Machinery/Components,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ACLS"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922801, ""fmt"": ""3:26PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 42.6, ""fmt"": ""42.60""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Axcelis Technologies, Inc."", ""triggerable"": true, ""longName"": ""Axcelis Technologies, Inc.""}], ""error"": null}}"
ACMR,ACM Research Inc. Class A Common Stock,$91.71,-5.34,-5.502%,1718923648.00,United States,2017,268072,Technology,Industrial Machinery/Components,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGM"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""ACMR"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922801, ""fmt"": ""3:26PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 94.65, ""fmt"": ""94.65""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NGM"", ""shortName"": ""ACM Research, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""ACM Research, Inc.""}], ""error"": null}}"
ACNB,ACNB Corporation Common Stock,$33.09,0.12,0.364%,288193814.00,United States,,4232,Finance,Major Banks,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ACNB"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922617, ""fmt"": ""3:23PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 29.9392, ""fmt"": ""29.94""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""ACNB Corporation"", ""triggerable"": true, ""longName"": ""ACNB Corporation""}], ""error"": null}}"
ACOR,Acorda Therapeutics Inc. Common Stock,$5.80,0.14,2.473%,55002769.00,United States,2006,96361,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ACOR"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922484, ""fmt"": ""3:21PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 5.78, ""fmt"": ""5.78""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Acorda Therapeutics, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Acorda Therapeutics, Inc.""}], ""error"": null}}"
